"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"PPP2R5D","HGNC:9312","https://search.clinicalgenome.org/kb/genes/HGNC:9312","complex neurodevelopmental disorder","MONDO:0100038","https://search.clinicalgenome.org/kb/conditions/MONDO:0100038","Autosomal dominant inheritance","1 - Little Evidence for Haploinsufficiency (05/26/2021)","0 - No Evidence for Triplosensitivity (05/26/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9312","Dosage Working Group","definitive evidence (04/16/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4b43ff91-1ea4-475b-97d9-6fbda924ea16-2025-04-16T100000.000Z","Intellectual Disability and Autism","","",""
"PPP2R5D","HGNC:9312","https://search.clinicalgenome.org/kb/genes/HGNC:9312","Hogue-Janssens syndrome 1","MONDO:0014602","https://search.clinicalgenome.org/kb/conditions/MONDO:0014602","N/A","1 - Little Evidence for Haploinsufficiency (05/26/2021)","0 - No Evidence for Triplosensitivity (05/26/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9312","Dosage Working Group","","","","","",""
"PPT1","HGNC:9325","https://search.clinicalgenome.org/kb/genes/HGNC:9325","neuronal ceroid lipofuscinosis","MONDO:0016295","https://search.clinicalgenome.org/kb/conditions/MONDO:0016295","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9325","Dosage Working Group","definitive evidence (06/10/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ae7ebc05-9401-4932-afe2-a80e0d31e12f-2024-06-10T190000.000Z","Epilepsy","","",""
"PPT1","HGNC:9325","https://search.clinicalgenome.org/kb/genes/HGNC:9325","neuronal ceroid lipofuscinosis 1","MONDO:0009744","https://search.clinicalgenome.org/kb/conditions/MONDO:0009744","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9325","Dosage Working Group","","","","","",""
"PQBP1","HGNC:9330","https://search.clinicalgenome.org/kb/genes/HGNC:9330","Renpenning syndrome","MONDO:0010653","https://search.clinicalgenome.org/kb/conditions/MONDO:0010653","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (04/09/2020)","0 - No Evidence for Triplosensitivity (04/09/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9330","Dosage Working Group","definitive evidence (11/07/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8128f36b-f273-49ee-bfd8-bee64b4df921-2018-11-07T110000.000Z","Intellectual Disability and Autism","","",""
"PRCD","HGNC:32528","https://search.clinicalgenome.org/kb/genes/HGNC:32528","retinitis pigmentosa 36","MONDO:0012523","https://search.clinicalgenome.org/kb/conditions/MONDO:0012523","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:32528","Dosage Working Group","","","","","",""
"PRDM16","HGNC:14000","https://search.clinicalgenome.org/kb/genes/HGNC:14000","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","","","","","limited evidence (08/12/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c0a3445a-5bb0-4d77-a4f0-5b7cfceb837f-2020-08-12T160000.000Z","Dilated Cardiomyopathy","","",""
"PREPL","HGNC:30228","https://search.clinicalgenome.org/kb/genes/HGNC:30228","myasthenic syndrome, congenital, 22","MONDO:0044299","https://search.clinicalgenome.org/kb/conditions/MONDO:0044299","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (03/21/2012)","0 - No Evidence for Triplosensitivity (03/21/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:30228","Dosage Working Group","","","","","",""
"PRF1","HGNC:9360","https://search.clinicalgenome.org/kb/genes/HGNC:9360","familial hemophagocytic lymphohistiocytosis 2","MONDO:0011337","https://search.clinicalgenome.org/kb/conditions/MONDO:0011337","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (07/09/2025)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9360","Dosage Working Group","definitive evidence (08/15/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6705dc54-6e7e-4d7f-8377-4e87bb093819-2023-08-15T110000.000Z","Primary Immune Regulatory Disorders","","",""
"PRG4","HGNC:9364","https://search.clinicalgenome.org/kb/genes/HGNC:9364","camptodactyly-arthropathy-coxa vara-pericarditis syndrome","MONDO:0008828","https://search.clinicalgenome.org/kb/conditions/MONDO:0008828","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9364","Dosage Working Group","definitive evidence (07/30/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3b4be938-664c-421e-922b-dc6ac83e5dec-2021-07-30T130737.801Z","Syndromic Disorders","","",""
"PRICKLE1","HGNC:17019","https://search.clinicalgenome.org/kb/genes/HGNC:17019","progressive myoclonus epilepsy","MONDO:0020074","https://search.clinicalgenome.org/kb/conditions/MONDO:0020074","Autosomal recessive inheritance","","","","","limited evidence (07/01/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d4e1195f-21ea-4721-b94b-99604e7c6554-2025-07-01T160000.000Z","Epilepsy","","",""
"PRICKLE1","HGNC:17019","https://search.clinicalgenome.org/kb/genes/HGNC:17019","epilepsy","MONDO:0005027","https://search.clinicalgenome.org/kb/conditions/MONDO:0005027","Autosomal dominant inheritance","","","","","disputing (09/01/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_71a3c632-fd63-4103-a069-5e9e413043e7-2020-09-01T160000.000Z","Epilepsy","","",""
"PRICKLE2","HGNC:20340","https://search.clinicalgenome.org/kb/genes/HGNC:20340","complex neurodevelopmental disorder","MONDO:0100038","https://search.clinicalgenome.org/kb/conditions/MONDO:0100038","Autosomal dominant inheritance","","","","","limited evidence (12/29/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d1713884-4e19-4810-b73f-871645cfc0c3-2022-12-29T170000.000Z","Epilepsy","","",""
"PRIM1","HGNC:9369","https://search.clinicalgenome.org/kb/genes/HGNC:9369","primordial dwarfism-immunodeficiency-lipodystrophy syndrome","MONDO:0859276","https://search.clinicalgenome.org/kb/conditions/MONDO:0859276","Autosomal recessive inheritance","","","","","moderate evidence (03/20/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_56859937-d536-48e8-915d-2f2b7ff07c74-2025-03-20T160000.000Z","SCID-CID","","",""
"PRIMA1","HGNC:18319","https://search.clinicalgenome.org/kb/genes/HGNC:18319","epilepsy","MONDO:0005027","https://search.clinicalgenome.org/kb/conditions/MONDO:0005027","Autosomal recessive inheritance","","","","","limited evidence (01/07/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2247fe32-492c-4a1b-8e1c-5ee13bae944a-2025-01-07T180000.000Z","Epilepsy","","",""
"PRKACG","HGNC:9382","https://search.clinicalgenome.org/kb/genes/HGNC:9382","platelet-type bleeding disorder 19","MONDO:0014518","https://search.clinicalgenome.org/kb/conditions/MONDO:0014518","Autosomal recessive inheritance","","","","","disputing (05/03/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5d74cf9f-a082-4cca-9a70-d634c3d0078b-2024-05-03T170000.000Z","Hemostasis Thrombosis","","",""
"PRKAG2","HGNC:9386","https://search.clinicalgenome.org/kb/genes/HGNC:9386","PRKAG2-related cardiomyopathy","MONDO:0800484","https://search.clinicalgenome.org/kb/conditions/MONDO:0800484","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/05/2015)","0 - No Evidence for Triplosensitivity (11/05/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9386","Dosage Working Group","definitive evidence (06/14/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_27297fe8-ceca-432f-bd0b-ffadf65c4c41-2022-06-14T160000.000Z","Hereditary Cardiovascular Disease","","",""
"PRKAG2","HGNC:9386","https://search.clinicalgenome.org/kb/genes/HGNC:9386","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","N/A","0 - No Evidence for Haploinsufficiency (11/05/2015)","0 - No Evidence for Triplosensitivity (11/05/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9386","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"PRKAG2","HGNC:9386","https://search.clinicalgenome.org/kb/genes/HGNC:9386","hypertrophic cardiomyopathy 6","MONDO:0010946","https://search.clinicalgenome.org/kb/conditions/MONDO:0010946","N/A","0 - No Evidence for Haploinsufficiency (11/05/2015)","0 - No Evidence for Triplosensitivity (11/05/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9386","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"PRKAG2","HGNC:9386","https://search.clinicalgenome.org/kb/genes/HGNC:9386","familial hypertrophic cardiomyopathy","MONDO:0024573","https://search.clinicalgenome.org/kb/conditions/MONDO:0024573","N/A","0 - No Evidence for Haploinsufficiency (11/05/2015)","0 - No Evidence for Triplosensitivity (11/05/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9386","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"PRKAR1A","HGNC:9388","https://search.clinicalgenome.org/kb/genes/HGNC:9388","Carney complex, type 1","MONDO:0008057","https://search.clinicalgenome.org/kb/conditions/MONDO:0008057","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (10/09/2024)","0 - No Evidence for Triplosensitivity (10/09/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9388","Dosage Working Group","definitive evidence (12/21/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fc16b2a9-c8dc-4a04-a029-2f6af049404d-2018-12-21T154044.801Z","Hereditary Cancer","Moderate Actionability (08/06/2019) | Strong Actionability (08/06/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1004 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1004","Adult Actionability Working Group | Pediatric Actionability Working Group"
"PRKAR1A","HGNC:9388","https://search.clinicalgenome.org/kb/genes/HGNC:9388","Carney complex","MONDO:0015285","https://search.clinicalgenome.org/kb/conditions/MONDO:0015285","N/A","3 - Sufficient Evidence for Haploinsufficiency (10/09/2024)","0 - No Evidence for Triplosensitivity (10/09/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9388","Dosage Working Group","","","","Moderate Actionability (08/06/2019) | Strong Actionability (08/06/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1004 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1004","Adult Actionability Working Group | Pediatric Actionability Working Group"
"PRKCD","HGNC:9399","https://search.clinicalgenome.org/kb/genes/HGNC:9399","systemic lupus erythematosus","MONDO:0007915","https://search.clinicalgenome.org/kb/conditions/MONDO:0007915","Autosomal recessive inheritance","","","","","definitive evidence (10/11/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_842fc2a6-9c37-47f1-8c38-bacb3880d31a-2024-10-11T190000.000Z","Monogenic Systemic and Incomplete Lupus Erythematosus","","",""
"PRKCSH","HGNC:9411","https://search.clinicalgenome.org/kb/genes/HGNC:9411","polycystic liver disease 1","MONDO:0008265","https://search.clinicalgenome.org/kb/conditions/MONDO:0008265","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (07/08/2025)","0 - No Evidence for Triplosensitivity (07/08/2025)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9411","Dosage Working Group","definitive evidence (07/08/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_83607ef3-6ec2-4d63-991a-4aeb3f7c2a25-2020-07-08T040000.000Z","Kidney Cystic and Ciliopathy Disorders","","",""
"PRKD1","HGNC:9407","https://search.clinicalgenome.org/kb/genes/HGNC:9407","congenital heart disease","MONDO:0005453","https://search.clinicalgenome.org/kb/conditions/MONDO:0005453","Autosomal dominant inheritance | Autosomal recessive inheritance","0 - No Evidence for Haploinsufficiency (04/08/2025)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9407","Dosage Working Group","limited evidence (04/30/2024) | limited evidence (04/30/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1dc39882-3a53-46eb-aa2f-0d92ed03605b-2024-04-30T050000.000Z | https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_913dec3f-cd09-45c7-8cd4-3441ddb5dd77-2024-04-30T160000.000Z","Congenital Heart Disease | Congenital Heart Disease","","",""
"PRKDC","HGNC:9413","https://search.clinicalgenome.org/kb/genes/HGNC:9413","severe combined immunodeficiency due to DNA-PKcs deficiency","MONDO:0014423","https://search.clinicalgenome.org/kb/conditions/MONDO:0014423","Autosomal recessive inheritance","","","","","definitive evidence (02/01/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fff25ca1-bbe5-47d3-b672-4b675a9fa6f7-2022-02-01T151658.605Z","SCID-CID","","",""
"PRKG1","HGNC:9414","https://search.clinicalgenome.org/kb/genes/HGNC:9414","familial thoracic aortic aneurysm and aortic dissection","MONDO:0019625","https://search.clinicalgenome.org/kb/conditions/MONDO:0019625","Autosomal dominant inheritance","","","","","strong evidence (12/22/2016)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8259","Heritable Thoracic Aortic Aneurysm and Dissection","Strong Actionability (03/01/2019) | Strong Actionability (03/01/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC134 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC134","Adult Actionability Working Group | Pediatric Actionability Working Group"
"PRKN","HGNC:8607","https://search.clinicalgenome.org/kb/genes/HGNC:8607","Parkinson disease","MONDO:0005180","https://search.clinicalgenome.org/kb/conditions/MONDO:0005180","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (05/15/2018)","0 - No Evidence for Triplosensitivity (05/15/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8607","Dosage Working Group","definitive evidence (01/18/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6b39c4a0-f6bd-4afc-b2a7-f234eab5a667-2023-01-18T190000.000Z","Parkinson's Disease","Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1027 | https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1027","Pediatric Actionability Working Group | Adult Actionability Working Group"
"PRKN","HGNC:8607","https://search.clinicalgenome.org/kb/genes/HGNC:8607","young-onset Parkinson disease","MONDO:0017279","https://search.clinicalgenome.org/kb/conditions/MONDO:0017279","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (05/15/2018)","0 - No Evidence for Triplosensitivity (05/15/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8607","Dosage Working Group","","","","Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1027 | https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1027","Pediatric Actionability Working Group | Adult Actionability Working Group"
"PRKN","HGNC:8607","https://search.clinicalgenome.org/kb/genes/HGNC:8607","autosomal recessive juvenile Parkinson disease 2","MONDO:0010820","https://search.clinicalgenome.org/kb/conditions/MONDO:0010820","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (05/15/2018)","0 - No Evidence for Triplosensitivity (05/15/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8607","Dosage Working Group","","","","Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1027 | https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1027","Pediatric Actionability Working Group | Adult Actionability Working Group"
"PROC","HGNC:9451","https://search.clinicalgenome.org/kb/genes/HGNC:9451","hereditary thrombophilia due to congenital protein C deficiency","MONDO:0019145","https://search.clinicalgenome.org/kb/conditions/MONDO:0019145","Semidominant inheritance","","","","","definitive evidence (01/22/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c6fe2f63-36ad-40c2-beb6-8804de17409d-2020-01-22T170000.000Z","Hemostasis Thrombosis","Limited Actionability (05/09/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC135","Adult Actionability Working Group"
"PROC","HGNC:9451","https://search.clinicalgenome.org/kb/genes/HGNC:9451","thrombophilia due to protein C deficiency, autosomal dominant","MONDO:0008316","https://search.clinicalgenome.org/kb/conditions/MONDO:0008316","N/A","","","","","","","","Limited Actionability (05/09/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC135","Adult Actionability Working Group"
"PRODH","HGNC:9453","https://search.clinicalgenome.org/kb/genes/HGNC:9453","hyperprolinemia type 1","MONDO:0009400","https://search.clinicalgenome.org/kb/conditions/MONDO:0009400","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (11/08/2022)","0 - No Evidence for Triplosensitivity (11/08/2022)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9453","Dosage Working Group","definitive evidence (04/27/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5f28c677-a9b4-4bb3-9aed-14af97ad9896-2021-04-27T160000.000Z","Aminoacidopathy","","",""
"PRODH2","HGNC:17325","https://search.clinicalgenome.org/kb/genes/HGNC:17325","hydroxyprolinemia","MONDO:0009374","https://search.clinicalgenome.org/kb/conditions/MONDO:0009374","Autosomal recessive inheritance","","","","","limited evidence (12/12/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d9101c67-2635-4595-b9a8-8e749bba58d1-2022-12-12T170000.000Z","Aminoacidopathy","","",""
"PROK2","HGNC:18455","https://search.clinicalgenome.org/kb/genes/HGNC:18455","hypogonadotropic hypogonadism 4 with or without anosmia","MONDO:0012528","https://search.clinicalgenome.org/kb/conditions/MONDO:0012528","Semidominant inheritance","","","","","definitive evidence (03/22/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2305ec95-325d-4ebe-9401-121705e49660-2022-03-22T160000.000Z","Brain Malformations","","",""
"PROKR2","HGNC:15836","https://search.clinicalgenome.org/kb/genes/HGNC:15836","hypogonadotropic hypogonadism 3 with or without anosmia","MONDO:0009482","https://search.clinicalgenome.org/kb/conditions/MONDO:0009482","Autosomal dominant inheritance","","","","","definitive evidence (04/26/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1ed279e5-f1a6-4f02-818e-e34aaf8c9947-2022-04-26T160000.000Z","Brain Malformations","","",""
"PROM1","HGNC:9454","https://search.clinicalgenome.org/kb/genes/HGNC:9454","PROM1-related recessive retinopathy","MONDO:1040052","https://search.clinicalgenome.org/kb/conditions/MONDO:1040052","Autosomal recessive inheritance","","","","","definitive evidence (04/04/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fc5e9aa6-cfc9-4d12-bf28-319c2a272497-2024-04-04T160000.000Z","Retina","","",""
"PROM1","HGNC:9454","https://search.clinicalgenome.org/kb/genes/HGNC:9454","PROM1-related dominant retinopathy","MONDO:1040053","https://search.clinicalgenome.org/kb/conditions/MONDO:1040053","Autosomal dominant inheritance","","","","","definitive evidence (10/03/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b728d068-262a-4d66-b615-75a539005c82-2024-10-03T160000.000Z","Retina","","",""
"PROP1","HGNC:9455","https://search.clinicalgenome.org/kb/genes/HGNC:9455","pituitary hormone deficiency, combined, 2","MONDO:0009878","https://search.clinicalgenome.org/kb/conditions/MONDO:0009878","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9455","Dosage Working Group","","","","","",""
"PRORP","HGNC:19958","https://search.clinicalgenome.org/kb/genes/HGNC:19958","mitochondrial disease","MONDO:0044970","https://search.clinicalgenome.org/kb/conditions/MONDO:0044970","Autosomal recessive inheritance","","","","","definitive evidence (04/15/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3745add8-6f0f-4385-9422-afe1f3a80097-2024-04-15T040000.000Z","Mitochondrial Diseases","","",""
"PROS1","HGNC:9456","https://search.clinicalgenome.org/kb/genes/HGNC:9456","protein S deficiency","MONDO:0002304","https://search.clinicalgenome.org/kb/conditions/MONDO:0002304","Semidominant inheritance","","","","","definitive evidence (01/22/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_10e3af9d-80aa-4934-b592-594b1bd1cd92-2020-01-22T170000.000Z","Hemostasis Thrombosis","","",""
"PROS1","HGNC:9456","https://search.clinicalgenome.org/kb/genes/HGNC:9456","thrombophilia due to protein S deficiency, autosomal dominant","MONDO:0012868","https://search.clinicalgenome.org/kb/conditions/MONDO:0012868","N/A","","","","","","","","Limited Actionability (06/12/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC137","Adult Actionability Working Group"
"PROS1","HGNC:9456","https://search.clinicalgenome.org/kb/genes/HGNC:9456","hereditary thrombophilia due to congenital protein S deficiency","MONDO:0019144","https://search.clinicalgenome.org/kb/conditions/MONDO:0019144","N/A","","","","","","","","Limited Actionability (06/12/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC137","Adult Actionability Working Group"
"PROX1","HGNC:9459","https://search.clinicalgenome.org/kb/genes/HGNC:9459","congenital heart disease","MONDO:0005453","https://search.clinicalgenome.org/kb/conditions/MONDO:0005453","Autosomal dominant inheritance","","","","","disputing (08/12/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_13302ea4-4b24-44eb-95fd-d7f72bb0a16a-2024-08-12T170000.000Z","Congenital Heart Disease","","",""
"PRPF3","HGNC:17348","https://search.clinicalgenome.org/kb/genes/HGNC:17348","retinitis pigmentosa 18","MONDO:0011075","https://search.clinicalgenome.org/kb/conditions/MONDO:0011075","Autosomal dominant inheritance","","","","","definitive evidence (03/26/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0ac00edf-2909-49b1-a859-6307f022a13e-2025-03-26T160000.000Z","Retina","","",""
"PRPF31","HGNC:15446","https://search.clinicalgenome.org/kb/genes/HGNC:15446","PRPF31-related retinopathy","MONDO:0800395","https://search.clinicalgenome.org/kb/conditions/MONDO:0800395","Autosomal dominant inheritance","","","","","definitive evidence (07/07/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_81f354cf-29c2-4955-a09d-735463f16a35-2022-07-07T160000.000Z","Retina","","",""
"PRPF4","HGNC:17349","https://search.clinicalgenome.org/kb/genes/HGNC:17349","inherited retinal dystrophy","MONDO:0019118","https://search.clinicalgenome.org/kb/conditions/MONDO:0019118","Autosomal dominant inheritance","","","","","moderate evidence (08/01/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8db34ddb-4693-4efe-b62a-a2238f5696c8-2024-08-01T160000.000Z","Retina","","",""
"PRPF8","HGNC:17340","https://search.clinicalgenome.org/kb/genes/HGNC:17340","PRPF8-related retinopathy","MONDO:0700234","https://search.clinicalgenome.org/kb/conditions/MONDO:0700234","Autosomal dominant inheritance","","","","","definitive evidence (04/06/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b9efbbc3-6ce1-4f92-8472-627c2060dd88-2023-04-06T160000.000Z","Retina","","",""
"PRPH","HGNC:9461","https://search.clinicalgenome.org/kb/genes/HGNC:9461","amyotrophic lateral sclerosis","MONDO:0004976","https://search.clinicalgenome.org/kb/conditions/MONDO:0004976","Autosomal dominant inheritance","","","","","limited evidence (12/13/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3d11b04d-508a-4f91-9d9a-b5016fd0b940-2022-12-13T170000.000Z","Amyotrophic Lateral Sclerosis Spectrum Disorders","","",""
"PRPH2","HGNC:9942","https://search.clinicalgenome.org/kb/genes/HGNC:9942","PRPH2-related retinopathy","MONDO:1040055","https://search.clinicalgenome.org/kb/conditions/MONDO:1040055","Semidominant inheritance","","","","","definitive evidence (02/01/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1f069086-b0fb-4aaa-9921-aec158b938b5-2024-02-01T170000.000Z","Retina","","",""
"PRPS1","HGNC:9462","https://search.clinicalgenome.org/kb/genes/HGNC:9462","PRPS1 deficiency disorder","MONDO:0100061","https://search.clinicalgenome.org/kb/conditions/MONDO:0100061","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (05/17/2012)","0 - No Evidence for Triplosensitivity (05/17/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9462","Dosage Working Group","definitive evidence (02/14/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9416f6e2-8de3-48b0-9a1c-9bd11a59315c-2020-02-14T170000.000Z","Hearing Loss","","",""
"PRPS1","HGNC:9462","https://search.clinicalgenome.org/kb/genes/HGNC:9462","phosphoribosylpyrophosphate synthetase superactivity","MONDO:0010395","https://search.clinicalgenome.org/kb/conditions/MONDO:0010395","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (05/17/2012)","0 - No Evidence for Triplosensitivity (05/17/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9462","Dosage Working Group","limited evidence (02/14/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_76dc3f8d-e1c9-4506-9381-d2b5ab3df300-2020-02-14T170000.000Z","Hearing Loss","","",""
